timestamp,left_iris_x,left_iris_y,right_iris_x,right_iris_y,gaze_x,gaze_y,target_x,target_y,target_x_ratio,target_y_ratio,screen_width,screen_height
1755722889540,0.44927,0.46433,0.57204,0.46814,1129,38,1129.4767813185338,38.09421131123128,0.55150,0.04114,2048,926
1755722889568,0.44866,0.46264,0.57171,0.46794,1129,38,1129.4767813185338,38.09421131123128,0.55150,0.04114,2048,926
1755722889593,0.44911,0.46425,0.57185,0.46799,1129,38,1129.4767813185338,38.09421131123128,0.55150,0.04114,2048,926
1755722889624,0.44891,0.46339,0.57188,0.46797,1129,38,1129.4767813185338,38.09421131123128,0.55150,0.04114,2048,926
1755722889651,0.44910,0.46336,0.57159,0.46764,1129,38,1129.4767813185338,38.09421131123128,0.55150,0.04114,2048,926
1755722890232,0.45580,0.47061,0.57876,0.47347,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890259,0.45625,0.47039,0.57856,0.47366,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890290,0.45630,0.46999,0.57833,0.47406,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890318,0.45639,0.46979,0.57875,0.47404,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890347,0.45605,0.46940,0.57893,0.47461,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890377,0.45647,0.47039,0.57849,0.47448,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890405,0.45679,0.47037,0.57848,0.47451,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890432,0.45628,0.47081,0.57825,0.47443,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890459,0.45631,0.47075,0.57850,0.47499,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890488,0.45630,0.47078,0.57854,0.47494,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890517,0.45606,0.47057,0.57883,0.47394,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890544,0.45575,0.47021,0.57868,0.47340,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890573,0.45617,0.47058,0.57859,0.47561,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890602,0.45644,0.46981,0.57837,0.47525,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890631,0.45615,0.46947,0.57921,0.47400,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890659,0.45559,0.46905,0.57873,0.47393,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890687,0.45609,0.46908,0.57881,0.47366,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890715,0.45640,0.47014,0.57878,0.47400,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890743,0.45647,0.46994,0.57876,0.47385,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890773,0.45596,0.46964,0.57884,0.47290,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890802,0.45585,0.47000,0.57893,0.47285,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890830,0.45577,0.46989,0.57881,0.47281,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890859,0.45642,0.46806,0.57854,0.47340,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890887,0.45605,0.46798,0.57890,0.47304,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890916,0.45624,0.46819,0.57836,0.47290,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890946,0.45630,0.46791,0.57841,0.47301,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722890975,0.45571,0.46662,0.57868,0.47230,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891004,0.45591,0.46692,0.57878,0.47214,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891035,0.45595,0.46669,0.57880,0.47217,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891063,0.45582,0.46753,0.57872,0.47241,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891093,0.45572,0.46787,0.57881,0.47233,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891122,0.45543,0.46765,0.57869,0.47238,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891150,0.45558,0.46754,0.57848,0.47248,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891178,0.45514,0.46618,0.57855,0.47107,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891207,0.45514,0.46561,0.57829,0.47069,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891235,0.45476,0.46432,0.57767,0.46935,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891263,0.45515,0.46437,0.57787,0.46950,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891293,0.45500,0.46430,0.57789,0.46960,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891321,0.45505,0.46444,0.57812,0.46920,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891349,0.45530,0.46460,0.57810,0.46880,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891374,0.45493,0.46356,0.57786,0.46745,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891403,0.45488,0.46396,0.57766,0.46715,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891431,0.45514,0.46347,0.57759,0.46788,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891459,0.45519,0.46319,0.57811,0.46719,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891486,0.45519,0.46240,0.57802,0.46695,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891513,0.45529,0.46397,0.57838,0.46740,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891539,0.45524,0.46373,0.57795,0.46781,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891568,0.45553,0.46212,0.57767,0.46679,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891596,0.45516,0.46195,0.57852,0.46637,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891624,0.45519,0.46160,0.57810,0.46657,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891651,0.45537,0.46232,0.57835,0.46653,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891678,0.45554,0.46260,0.57789,0.46728,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891707,0.45549,0.46029,0.57795,0.46599,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722891736,0.45511,0.46026,0.57842,0.46581,193,719,192.60126733474937,719.0351703500454,0.09404,0.77650,2048,926
1755722892315,0.44561,0.46381,0.56848,0.46957,1556,877,1555.6563916687712,877.2890177444505,0.75960,0.94740,2048,926
1755722892343,0.44557,0.46440,0.56864,0.46884,1556,877,1555.6563916687712,877.2890177444505,0.75960,0.94740,2048,926
1755722892369,0.44553,0.46600,0.56820,0.47083,1556,877,1555.6563916687712,877.2890177444505,0.75960,0.94740,2048,926
1755722892398,0.44536,0.46667,0.56832,0.47058,1556,877,1555.6563916687712,877.2890177444505,0.75960,0.94740,2048,926
1755722892429,0.44562,0.46634,0.56836,0.47047,1556,877,1555.6563916687712,877.2890177444505,0.75960,0.94740,2048,926
1755722892457,0.44522,0.46785,0.56813,0.47118,1556,877,1555.6563916687712,877.2890177444505,0.75960,0.94740,2048,926
1755722892486,0.44518,0.46815,0.56811,0.47110,1556,877,1555.6563916687712,877.2890177444505,0.75960,0.94740,2048,926
1755722892517,0.44532,0.46815,0.56872,0.47055,1556,877,1555.6563916687712,877.2890177444505,0.75960,0.94740,2048,926
1755722892546,0.44511,0.46842,0.56878,0.47104,1556,877,1555.6563916687712,877.2890177444505,0.75960,0.94740,2048,926
1755722892574,0.44513,0.46843,0.56874,0.47104,1556,877,1555.6563916687712,877.2890177444505,0.75960,0.94740,2048,926
1755722892603,0.44583,0.46942,0.56769,0.47332,1556,877,1555.6563916687712,877.2890177444505,0.75960,0.94740,2048,926
1755722892633,0.44573,0.46972,0.56806,0.47316,1556,877,1555.6563916687712,877.2890177444505,0.75960,0.94740,2048,926
1755722892661,0.44559,0.46908,0.56773,0.47213,1556,877,1555.6563916687712,877.2890177444505,0.75960,0.94740,2048,926
1755722892691,0.44550,0.46899,0.56781,0.47230,1556,877,1555.6563916687712,877.2890177444505,0.75960,0.94740,2048,926
1755722892720,0.44510,0.47074,0.56781,0.47333,1556,877,1555.6563916687712,877.2890177444505,0.75960,0.94740,2048,926
1755722892749,0.44510,0.47079,0.56786,0.47327,1556,877,1555.6563916687712,877.2890177444505,0.75960,0.94740,2048,926
1755722892778,0.44569,0.47174,0.56785,0.47493,1556,877,1555.6563916687712,877.2890177444505,0.75960,0.94740,2048,926
